"temperature","temperature loads","GeometryIds","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,0,0,0.601,0.601,0,0
nan,nan,0,0,0.602,0.602,0,0
nan,nan,0,0,0.603,0.603,0,0
nan,nan,0,0,0.604,0.604,0,0
nan,nan,0,0,0.605,0.605,0,0
nan,nan,0,0,0.606,0.606,0,0
nan,nan,0,0,0.607,0.607,0,0
nan,nan,0,0,0.608,0.608,0,0
nan,nan,0,0,0.609,0.609,0,0
nan,nan,0,0,0.61,0.61,0,0
nan,nan,0,0,0.611,0.611,0,0
nan,nan,0,0,0.612,0.612,0,0
nan,nan,0,0,0.613,0.613,0,0
nan,nan,0,0,0.614,0.614,0,0
nan,nan,0,0,0.615,0.615,0,0
nan,nan,0,0,0.616,0.616,0,0
nan,nan,0,0,0.617,0.617,0,0
nan,nan,0,0,0.618,0.618,0,0
nan,nan,0,0,0.619,0.619,0,0
nan,nan,0,0,0.62,0.62,0,0
nan,nan,0,0,0.621,0.621,0,0
nan,nan,0,0,0.622,0.622,0,0
nan,nan,0,0,0.623,0.623,0,0
nan,nan,0,0,0.624,0.624,0,0
nan,nan,0,0,0.625,0.625,0,0
nan,nan,0,0,0.626,0.626,0,0
nan,nan,0,0,0.627,0.627,0,0
nan,nan,0,0,0.628,0.628,0,0
nan,nan,0,0,0.629,0.629,0,0
nan,nan,0,0,0.63,0.63,0,0
nan,nan,0,0,0.631,0.631,0,0
nan,nan,0,0,0.632,0.632,0,0
nan,nan,0,0,0.633,0.633,0,0
nan,nan,0,0,0.634,0.634,0,0
nan,nan,0,0,0.635,0.635,0,0
nan,nan,0,0,0.636,0.636,0,0
nan,nan,0,0,0.637,0.637,0,0
nan,nan,0,0,0.638,0.638,0,0
nan,nan,0,0,0.639,0.639,0,0
nan,nan,0,0,0.64,0.64,0,0
nan,nan,0,0,0.641,0.641,0,0
nan,nan,0,0,0.642,0.642,0,0
nan,nan,0,0,0.643,0.643,0,0
nan,nan,0,0,0.644,0.644,0,0
nan,nan,0,0,0.645,0.645,0,0
nan,nan,0,0,0.646,0.646,0,0
nan,nan,0,0,0.647,0.647,0,0
nan,nan,0,0,0.648,0.648,0,0
nan,nan,0,0,0.649,0.649,0,0
nan,nan,0,0,0.65,0.65,0,0
nan,nan,0,0,0.651,0.651,0,0
nan,nan,0,0,0.652,0.652,0,0
nan,nan,0,0,0.653,0.653,0,0
nan,nan,0,0,0.654,0.654,0,0
nan,nan,0,0,0.655,0.655,0,0
nan,nan,0,0,0.656,0.656,0,0
nan,nan,0,0,0.657,0.657,0,0
nan,nan,0,0,0.658,0.658,0,0
nan,nan,0,0,0.659,0.659,0,0
nan,nan,0,0,0.66,0.66,0,0
nan,nan,0,0,0.661,0.661,0,0
nan,nan,0,0,0.662,0.662,0,0
nan,nan,0,0,0.663,0.663,0,0
nan,nan,0,0,0.664,0.664,0,0
nan,nan,0,0,0.665,0.665,0,0
nan,nan,0,0,0.666,0.666,0,0
nan,nan,0,0,0.667,0.667,0,0
nan,nan,0,0,0.668,0.668,0,0
nan,nan,0,0,0.669,0.669,0,0
nan,nan,0,0,0.67,0.67,0,0
nan,nan,0,0,0.671,0.671,0,0
nan,nan,0,0,0.672,0.672,0,0
nan,nan,0,0,0.673,0.673,0,0
nan,nan,0,0,0.674,0.674,0,0
nan,nan,0,0,0.675,0.675,0,0
nan,nan,0,0,0.676,0.676,0,0
nan,nan,0,0,0.677,0.677,0,0
nan,nan,0,0,0.678,0.678,0,0
nan,nan,0,0,0.679,0.679,0,0
nan,nan,0,0,0.68,0.68,0,0
nan,nan,0,0,0.681,0.681,0,0
nan,nan,0,0,0.682,0.682,0,0
nan,nan,0,0,0.683,0.683,0,0
nan,nan,0,0,0.684,0.684,0,0
nan,nan,0,0,0.685,0.685,0,0
nan,nan,0,0,0.686,0.686,0,0
nan,nan,0,0,0.687,0.687,0,0
nan,nan,0,0,0.688,0.688,0,0
nan,nan,0,0,0.689,0.689,0,0
nan,nan,0,0,0.69,0.69,0,0
nan,nan,0,0,0.691,0.691,0,0
nan,nan,0,0,0.692,0.692,0,0
nan,nan,0,0,0.693,0.693,0,0
nan,nan,0,0,0.694,0.694,0,0
nan,nan,0,0,0.695,0.695,0,0
nan,nan,0,0,0.696,0.696,0,0
nan,nan,0,0,0.697,0.697,0,0
nan,nan,0,0,0.698,0.698,0,0
nan,nan,0,0,0.699,0.699,0,0
nan,nan,0,0,0.7,0.7,0,0
nan,nan,0,0,0.701,0.701,0,0
nan,nan,0,0,0.702,0.702,0,0
nan,nan,0,0,0.703,0.703,0,0
nan,nan,0,0,0.704,0.704,0,0
nan,nan,0,0,0.705,0.705,0,0
nan,nan,0,0,0.706,0.706,0,0
nan,nan,0,0,0.707,0.707,0,0
nan,nan,0,0,0.708,0.708,0,0
nan,nan,0,0,0.709,0.709,0,0
nan,nan,0,0,0.71,0.71,0,0
nan,nan,0,0,0.711,0.711,0,0
nan,nan,0,0,0.712,0.712,0,0
nan,nan,0,0,0.713,0.713,0,0
nan,nan,0,0,0.714,0.714,0,0
nan,nan,0,0,0.715,0.715,0,0
nan,nan,0,0,0.716,0.716,0,0
nan,nan,0,0,0.717,0.717,0,0
nan,nan,0,0,0.718,0.718,0,0
nan,nan,0,0,0.719,0.719,0,0
nan,nan,0,0,0.72,0.72,0,0
nan,nan,0,0,0.721,0.721,0,0
nan,nan,0,0,0.722,0.722,0,0
nan,nan,0,0,0.723,0.723,0,0
nan,nan,0,0,0.724,0.724,0,0
nan,nan,0,0,0.725,0.725,0,0
nan,nan,0,0,0.726,0.726,0,0
nan,nan,0,0,0.727,0.727,0,0
nan,nan,0,0,0.728,0.728,0,0
nan,nan,0,0,0.729,0.729,0,0
nan,nan,0,0,0.73,0.73,0,0
nan,nan,0,0,0.731,0.731,0,0
nan,nan,0,0,0.732,0.732,0,0
nan,nan,0,0,0.733,0.733,0,0
nan,nan,0,0,0.734,0.734,0,0
nan,nan,0,0,0.735,0.735,0,0
nan,nan,0,0,0.736,0.736,0,0
nan,nan,0,0,0.737,0.737,0,0
nan,nan,0,0,0.738,0.738,0,0
nan,nan,0,0,0.739,0.739,0,0
nan,nan,0,0,0.74,0.74,0,0
nan,nan,0,0,0.741,0.741,0,0
nan,nan,0,0,0.742,0.742,0,0
nan,nan,0,0,0.743,0.743,0,0
nan,nan,0,0,0.744,0.744,0,0
nan,nan,0,0,0.745,0.745,0,0
nan,nan,0,0,0.746,0.746,0,0
nan,nan,0,0,0.747,0.747,0,0
nan,nan,0,0,0.748,0.748,0,0
nan,nan,0,0,0.749,0.749,0,0
nan,nan,0,0,0.75,0.75,0,0
nan,nan,0,0,0.751,0.751,0,0
nan,nan,0,0,0.752,0.752,0,0
nan,nan,0,0,0.753,0.753,0,0
nan,nan,0,0,0.754,0.754,0,0
nan,nan,0,0,0.755,0.755,0,0
nan,nan,0,0,0.756,0.756,0,0
nan,nan,0,0,0.757,0.757,0,0
nan,nan,0,0,0.758,0.758,0,0
nan,nan,0,0,0.759,0.759,0,0
nan,nan,0,0,0.76,0.76,0,0
nan,nan,0,0,0.761,0.761,0,0
nan,nan,0,0,0.762,0.762,0,0
nan,nan,0,0,0.763,0.763,0,0
nan,nan,0,0,0.764,0.764,0,0
nan,nan,0,0,0.765,0.765,0,0
nan,nan,0,0,0.766,0.766,0,0
nan,nan,0,0,0.767,0.767,0,0
nan,nan,0,0,0.768,0.768,0,0
nan,nan,0,0,0.769,0.769,0,0
nan,nan,0,0,0.77,0.77,0,0
nan,nan,0,0,0.771,0.771,0,0
nan,nan,0,0,0.772,0.772,0,0
nan,nan,0,0,0.773,0.773,0,0
nan,nan,0,0,0.774,0.774,0,0
nan,nan,0,0,0.775,0.775,0,0
nan,nan,0,0,0.776,0.776,0,0
nan,nan,0,0,0.777,0.777,0,0
nan,nan,0,0,0.778,0.778,0,0
nan,nan,0,0,0.779,0.779,0,0
nan,nan,0,0,0.78,0.78,0,0
nan,nan,0,0,0.781,0.781,0,0
nan,nan,0,0,0.782,0.782,0,0
nan,nan,0,0,0.783,0.783,0,0
nan,nan,0,0,0.784,0.784,0,0
nan,nan,0,0,0.785,0.785,0,0
nan,nan,0,0,0.786,0.786,0,0
nan,nan,0,0,0.787,0.787,0,0
nan,nan,0,0,0.788,0.788,0,0
nan,nan,0,0,0.789,0.789,0,0
nan,nan,0,0,0.79,0.79,0,0
nan,nan,0,0,0.791,0.791,0,0
nan,nan,0,0,0.792,0.792,0,0
nan,nan,0,0,0.793,0.793,0,0
nan,nan,0,0,0.794,0.794,0,0
nan,nan,0,0,0.795,0.795,0,0
nan,nan,0,0,0.796,0.796,0,0
nan,nan,0,0,0.797,0.797,0,0
nan,nan,0,0,0.798,0.798,0,0
nan,nan,0,0,0.799,0.799,0,0
nan,nan,0,0,0.8,0.8,0,0
nan,nan,0,0,0.801,0.801,0,0
nan,nan,0,0,0.802,0.802,0,0
nan,nan,0,0,0.803,0.803,0,0
nan,nan,0,0,0.804,0.804,0,0
nan,nan,0,0,0.805,0.805,0,0
nan,nan,0,0,0.806,0.806,0,0
nan,nan,0,0,0.807,0.807,0,0
nan,nan,0,0,0.808,0.808,0,0
nan,nan,0,0,0.809,0.809,0,0
nan,nan,0,0,0.81,0.81,0,0
nan,nan,0,0,0.811,0.811,0,0
nan,nan,0,0,0.812,0.812,0,0
nan,nan,0,0,0.813,0.813,0,0
nan,nan,0,0,0.814,0.814,0,0
nan,nan,0,0,0.815,0.815,0,0
nan,nan,0,0,0.816,0.816,0,0
nan,nan,0,0,0.817,0.817,0,0
nan,nan,0,0,0.818,0.818,0,0
nan,nan,0,0,0.819,0.819,0,0
nan,nan,0,0,0.82,0.82,0,0
nan,nan,0,0,0.821,0.821,0,0
nan,nan,0,0,0.822,0.822,0,0
nan,nan,0,0,0.823,0.823,0,0
nan,nan,0,0,0.824,0.824,0,0
nan,nan,0,0,0.825,0.825,0,0
nan,nan,0,0,0.826,0.826,0,0
nan,nan,0,0,0.827,0.827,0,0
nan,nan,0,0,0.828,0.828,0,0
nan,nan,0,0,0.829,0.829,0,0
nan,nan,0,0,0.83,0.83,0,0
nan,nan,0,0,0.831,0.831,0,0
nan,nan,0,0,0.832,0.832,0,0
nan,nan,0,0,0.833,0.833,0,0
nan,nan,0,0,0.834,0.834,0,0
nan,nan,0,0,0.835,0.835,0,0
nan,nan,0,0,0.836,0.836,0,0
nan,nan,0,0,0.837,0.837,0,0
nan,nan,0,0,0.838,0.838,0,0
nan,nan,0,0,0.839,0.839,0,0
nan,nan,0,0,0.84,0.84,0,0
nan,nan,0,0,0.841,0.841,0,0
nan,nan,0,0,0.842,0.842,0,0
nan,nan,0,0,0.843,0.843,0,0
nan,nan,0,0,0.844,0.844,0,0
nan,nan,0,0,0.845,0.845,0,0
nan,nan,0,0,0.846,0.846,0,0
nan,nan,0,0,0.847,0.847,0,0
nan,nan,0,0,0.848,0.848,0,0
nan,nan,0,0,0.849,0.849,0,0
nan,nan,0,0,0.85,0.85,0,0
nan,nan,0,0,0.851,0.851,0,0
nan,nan,0,0,0.852,0.852,0,0
nan,nan,0,0,0.853,0.853,0,0
nan,nan,0,0,0.854,0.854,0,0
nan,nan,0,0,0.855,0.855,0,0
nan,nan,0,0,0.856,0.856,0,0
nan,nan,0,0,0.857,0.857,0,0
nan,nan,0,0,0.858,0.858,0,0
nan,nan,0,0,0.859,0.859,0,0
nan,nan,0,0,0.86,0.86,0,0
nan,nan,0,0,0.861,0.861,0,0
nan,nan,0,0,0.862,0.862,0,0
nan,nan,0,0,0.863,0.863,0,0
nan,nan,0,0,0.864,0.864,0,0
nan,nan,0,0,0.865,0.865,0,0
nan,nan,0,0,0.866,0.866,0,0
nan,nan,0,0,0.867,0.867,0,0
nan,nan,0,0,0.868,0.868,0,0
nan,nan,0,0,0.869,0.869,0,0
nan,nan,0,0,0.87,0.87,0,0
nan,nan,0,0,0.871,0.871,0,0
nan,nan,0,0,0.872,0.872,0,0
nan,nan,0,0,0.873,0.873,0,0
nan,nan,0,0,0.874,0.874,0,0
nan,nan,0,0,0.875,0.875,0,0
nan,nan,0,0,0.876,0.876,0,0
nan,nan,0,0,0.877,0.877,0,0
nan,nan,0,0,0.878,0.878,0,0
nan,nan,0,0,0.879,0.879,0,0
nan,nan,0,0,0.88,0.88,0,0
nan,nan,0,0,0.881,0.881,0,0
nan,nan,0,0,0.882,0.882,0,0
nan,nan,0,0,0.883,0.883,0,0
nan,nan,0,0,0.884,0.884,0,0
nan,nan,0,0,0.885,0.885,0,0
nan,nan,0,0,0.886,0.886,0,0
nan,nan,0,0,0.887,0.887,0,0
nan,nan,0,0,0.888,0.888,0,0
nan,nan,0,0,0.889,0.889,0,0
nan,nan,0,0,0.89,0.89,0,0
nan,nan,0,0,0.891,0.891,0,0
nan,nan,0,0,0.892,0.892,0,0
nan,nan,0,0,0.893,0.893,0,0
nan,nan,0,0,0.894,0.894,0,0
nan,nan,0,0,0.895,0.895,0,0
nan,nan,0,0,0.896,0.896,0,0
nan,nan,0,0,0.897,0.897,0,0
nan,nan,0,0,0.898,0.898,0,0
nan,nan,0,0,0.899,0.899,0,0
1081.7,26.407,103,1,0.9,0.9,0,0
1075.9,23.359,2,1,0.901,0.901,0,0
1070,20.31,2,1,0.902,0.902,0,0
1064.2,17.261,2,1,0.903,0.903,0,0
1058.3,14.213,2,1,0.904,0.904,0,0
1052.5,11.164,2,1,0.905,0.905,0,0
1046.6,8.1155,2,1,0.906,0.906,0,0
1040.8,5.067,2,1,0.907,0.907,0,0
1034.9,2.0184,2,1,0.908,0.908,0,0
1029.1,7.5038e-08,2,1,0.909,0.909,0,0
1023.4,7.6099e-08,2,1,0.91,0.91,0,0
1017.7,7.7159e-08,2,1,0.911,0.911,0,0
1012,7.822e-08,2,1,0.912,0.912,0,0
1006.2,7.9281e-08,2,1,0.913,0.913,0,0
1000.5,8.0341e-08,2,1,0.914,0.914,0,0
994.81,8.1402e-08,2,1,0.915,0.915,0,0
989.09,8.2463e-08,2,1,0.916,0.916,0,0
983.37,8.313e-08,2,1,0.917,0.917,0,0
977.71,8.1316e-08,2,1,0.918,0.918,0,0
972.08,8.0817e-08,2,1,0.919,0.919,0,0
966.45,8.0318e-08,2,1,0.92,0.92,0,0
960.82,7.9819e-08,2,1,0.921,0.921,0,0
955.19,7.9319e-08,2,1,0.922,0.922,0,0
949.56,7.882e-08,2,1,0.923,0.923,0,0
943.93,7.8321e-08,2,1,0.924,0.924,0,0
938.3,7.7822e-08,2,1,0.925,0.925,0,0
932.68,7.7202e-08,2,1,0.926,0.926,0,0
927.17,7.5907e-08,2,1,0.927,0.927,0,0
921.66,7.4613e-08,2,1,0.928,0.928,0,0
916.15,7.3318e-08,2,1,0.929,0.929,0,0
910.63,7.2024e-08,2,1,0.93,0.93,0,0
905.12,7.0729e-08,2,1,0.931,0.931,0,0
899.61,6.9435e-08,2,1,0.932,0.932,0,0
894.08,6.8542e-08,2,1,0.933,0.933,0,0
888.55,6.769e-08,2,1,0.934,0.934,0,0
883.13,6.7445e-08,2,1,0.935,0.935,0,0
877.72,6.7211e-08,2,1,0.936,0.936,0,0
872.29,6.5465e-08,2,1,0.937,0.937,0,0
866.85,6.3486e-08,2,1,0.938,0.938,0,0
861.42,6.1507e-08,2,1,0.939,0.939,0,0
855.99,5.9529e-08,2,1,0.94,0.94,0,0
850.56,5.755e-08,2,1,0.941,0.941,0,0
845.12,5.5571e-08,2,1,0.942,0.942,0,0
839.77,5.3317e-08,2,1,0.943,0.943,0,0
834.44,5.0933e-08,2,1,0.944,0.944,0,0
829.12,4.8549e-08,2,1,0.945,0.945,0,0
823.8,4.6166e-08,2,1,0.946,0.946,0,0
818.48,4.3782e-08,2,1,0.947,0.947,0,0
813.15,4.1398e-08,2,1,0.948,0.948,0,0
807.82,3.897e-08,2,1,0.949,0.949,0,0
802.48,3.6498e-08,2,1,0.95,0.95,0,0
797.22,3.6708e-08,2,1,0.951,0.951,0,0
791.98,3.8174e-08,2,1,0.952,0.952,0,0
786.73,4.1484e-08,2,1,0.953,0.953,0,0
781.48,4.4794e-08,2,1,0.954,0.954,0,0
776.23,4.8103e-08,2,1,0.955,0.955,0,0
770.99,5.1413e-08,2,1,0.956,0.956,0,0
765.74,5.4723e-08,2,1,0.957,0.957,0,0
760.49,5.8032e-08,2,1,0.958,0.958,0,0
755.28,5.9821e-08,2,1,0.959,0.959,0,0
750.14,5.8597e-08,2,1,0.96,0.96,0,0
744.99,5.7373e-08,2,1,0.961,0.961,0,0
739.85,5.6149e-08,2,1,0.962,0.962,0,0
734.71,5.4925e-08,2,1,0.963,0.963,0,0
729.57,5.37e-08,2,1,0.964,0.964,0,0
724.43,5.2476e-08,2,1,0.965,0.965,0,0
719.28,5.1252e-08,2,1,0.966,0.966,0,0
714.14,4.9988e-08,2,1,0.967,0.967,0,0
709.06,4.853e-08,2,1,0.968,0.968,0,0
704,4.9152e-08,2,1,0.969,0.969,0,0
698.93,4.998e-08,2,1,0.97,0.97,0,0
693.87,5.0807e-08,2,1,0.971,0.971,0,0
688.8,5.1634e-08,2,1,0.972,0.972,0,0
683.73,5.2461e-08,2,1,0.973,0.973,0,0
678.67,5.3288e-08,2,1,0.974,0.974,0,0
673.6,5.4116e-08,2,1,0.975,0.975,0,0
668.56,5.4876e-08,2,1,0.976,0.976,0,0
663.59,5.5444e-08,2,1,0.977,0.977,0,0
658.63,5.6011e-08,2,1,0.978,0.978,0,0
653.66,5.6578e-08,2,1,0.979,0.979,0,0
648.69,5.7146e-08,2,1,0.98,0.98,0,0
643.73,5.7713e-08,2,1,0.981,0.981,0,0
638.76,5.8281e-08,2,1,0.982,0.982,0,0
633.78,5.9202e-08,2,1,0.983,0.983,0,0
628.82,5.9856e-08,2,1,0.984,0.984,0,0
623.94,5.8675e-08,2,1,0.985,0.985,0,0
619.04,5.3796e-08,2,1,0.986,0.986,0,0
614.14,4.8745e-08,2,1,0.987,0.987,0,0
609.24,4.3693e-08,2,1,0.988,0.988,0,0
604.34,3.8642e-08,2,1,0.989,0.989,0,0
599.44,3.359e-08,2,1,0.99,0.99,0,0
594.54,2.8539e-08,2,1,0.991,0.991,0,0
589.64,-0.16459,2,1,0.992,0.992,0,0
584.84,-3.1108,2,1,0.993,0.993,0,0
580.03,-6.0571,2,1,0.994,0.994,0,0
575.23,-9.0033,2,1,0.995,0.995,0,0
570.42,-11.949,2,1,0.996,0.996,0,0
565.61,-14.896,2,1,0.997,0.997,0,0
560.81,-17.842,2,1,0.998,0.998,0,0
556,-20.788,2,1,0.999,0.999,0,0
551.2,-23.734,2,1,1,1,0,0
